sv_s31_p3_0	a566ef7c660684e3a1991bc71d0dc7ea3a5b3051	docs/calidad/tuberias-ia/ie004/lote-p3/LOTE_SINTETICO_PUBLICO.json
sv_s31_p3_1	9e285c13382e62d785cc5ee86996d2eb7d7b37cb	docs/calidad/tuberias-ia/ie004/lote-p3/MONTAJES_PUBLICOS.json
sv_s31_p3_2	21b1b495e258a92ae0143d2a26c29c19e3740bad	docs/calidad/tuberias-ia/ie004/lote-p3/MATRIZ_COMPATIBILIDAD_P3.md
sv_s31_p3_3	0c7e8f23f2d76b3249d0ba3c79e3f2483f25cc85	docs/calidad/tuberias-ia/ie004/lote-p3/DECISION_PREPARADA_CUSTODIO.json
sv_s31_p3_4	c0a35ab4ad38be3d1d7bc7f49460a99cdf7514f9	docs/calidad/tuberias-ia/ie004/lote-p3/CONTRATO_ADAPTADOR_LOTE_1.md
sv_s31_p3_5	3b70a63becf7ffe575b47d380ecb1c1dda289590	docs/calidad/tuberias-ia/ie004/lote-p3/PROCEDENCIA_Y_ESPERADOS.json
sv_s31_p3_6	ec5854b71400a3d06f7914261f7bfbdef09d189f	docs/calidad/tuberias-ia/ie004/lote-p3/RESULTADO_Y_CONTINUIDAD.md
sv_s31_p3_7	67663696eb700b56c4d35ef3904f6eff48c19fc6	docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s2-vigencia-causal/sucesores/lote-p3/MONTAJES_PUBLICOS.json
sv_s31_p3_8	86df1e67493a193c312e2950a5f62f2220866b7b	docs/calidad/tuberias-ia/ie004/recepcion-compromiso-p3/COMPROMISO_P3.json
sv_s31_p3_9	fa4e7e2a175fb60af208276d7493c66a201354d3	docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s2-vigencia-causal/DECLARACION_VIGENCIA.json
sv_s31_p3_10	380d559c3c8c3ebd6fbc9d893e1b88aaf09f019c	docs/calidad/tuberias-ia/integracion-adenda-ia-frame-y-catalogo-errores/s2-vigencia-causal/README.md
