/tmp/sv_control_continuidad/ACTA_001_CONTINUIDAD_Y_RUMBO_2026_09_15.md	docs/calidad/tuberias-ia/continuacion-15-09-2026/ACTA_001_CONTINUIDAD_Y_RUMBO_2026_09_15.md	4336	a0c3ec66b7e8b45e593dc9b6300bf433dc847bde
/tmp/sv_control_continuidad/ACTA_002_RECEPCION_COTEJO_IDENTIDAD_Y_CONTRATO_LEYENDA_R06_2026_09_15.md	docs/calidad/tuberias-ia/continuacion-15-09-2026/ACTA_002_RECEPCION_COTEJO_IDENTIDAD_Y_CONTRATO_LEYENDA_R06_2026_09_15.md	20199	0f510627dcc4fc0ae41fee315a959a974b85ea76
/tmp/sv_control_continuidad/COTEJO_RECEPCION_LEYENDA_03.rs	docs/calidad/tuberias-ia/continuacion-15-09-2026/COTEJO_RECEPCION_LEYENDA_03.rs	7960	3cf7274345f816839922506fde9173ade80d5073
/tmp/sv_control_continuidad/COTEJO_RECEPCION_LEYENDA_03_SALIDA.txt	docs/calidad/tuberias-ia/continuacion-15-09-2026/COTEJO_RECEPCION_LEYENDA_03_SALIDA.txt	586	3b52295237ecd557b5ff125fa4919edac1c56349
/tmp/sv_control_continuidad/COTEJO_RECEPCION_LEYENDA_04.rs	docs/calidad/tuberias-ia/continuacion-15-09-2026/COTEJO_RECEPCION_LEYENDA_04.rs	8744	cb407ef23319fcd75508d2fdc11cfebcad7ea45f
/tmp/sv_control_continuidad/COTEJO_RECEPCION_LEYENDA_04_SALIDA.txt	docs/calidad/tuberias-ia/continuacion-15-09-2026/COTEJO_RECEPCION_LEYENDA_04_SALIDA.txt	1784	0fe18cd4fd846820e33e24234d4fdf017babbc93
/tmp/sv_control_continuidad/COTEJO_S31.rs	docs/calidad/tuberias-ia/continuacion-15-09-2026/COTEJO_S31.rs	41999	266053ea968cc53c63f1b397e0f17b48fe7c661c
/tmp/sv_control_continuidad/COTEJO_S31_CONTENIDO_S6.rs	docs/calidad/tuberias-ia/continuacion-15-09-2026/COTEJO_S31_CONTENIDO_S6.rs	26355	2c51c47a21fd63ce2f397589ff3eab58e72b55c2
/tmp/sv_control_continuidad/COTEJO_S31_CONTENIDO_S6_SALIDA.txt	docs/calidad/tuberias-ia/continuacion-15-09-2026/COTEJO_S31_CONTENIDO_S6_SALIDA.txt	881	af7d946541998d2bc904aac884725fd0653548fe
/tmp/sv_control_continuidad/COTEJO_S31_RECEPCION_ZIP_S6.rs	docs/calidad/tuberias-ia/continuacion-15-09-2026/COTEJO_S31_RECEPCION_ZIP_S6.rs	10738	5e4100e2206c780e1473f1ab170cc8caffa2223c
/tmp/sv_control_continuidad/COTEJO_S31_RECEPCION_ZIP_S6_SALIDA.txt	docs/calidad/tuberias-ia/continuacion-15-09-2026/COTEJO_S31_RECEPCION_ZIP_S6_SALIDA.txt	719	1d849598526ad29d299ccd9849fc8fd4a5519094
/tmp/sv_control_continuidad/COTEJO_S31_SALIDA.txt	docs/calidad/tuberias-ia/continuacion-15-09-2026/COTEJO_S31_SALIDA.txt	4424	0ff5ad431987fae8c54b972b821c3ca6bae6da56
/tmp/sv_control_continuidad/ENTRADAS_S31.tsv	docs/calidad/tuberias-ia/continuacion-15-09-2026/ENTRADAS_S31.tsv	1478	651c24e950a3554c1c29f202ba13864a69a2413a
/tmp/sv_control_continuidad/PARTE_S31_CORRECCION_ACOTADA_Y_TRAZABILIDAD_2026_09_15.md	docs/calidad/tuberias-ia/continuacion-15-09-2026/PARTE_S31_CORRECCION_ACOTADA_Y_TRAZABILIDAD_2026_09_15.md	23397	438956e7bad135ffa18d1fa9afbdfcee46524c06
/tmp/sv_control_continuidad/inicio.md	docs/calidad/tuberias-ia/continuacion-15-09-2026/inicio.md	381	5917e0544188edcd312889ad233bb39d77acb2ae
/workspace/scratch/caa8aeda07ed/continuacion-minima/salida/docs/calidad/tuberias-ia/continuacion-15-09-2026/mapa/MAPA.html	docs/calidad/tuberias-ia/continuacion-15-09-2026/mapa/MAPA.html	3703604	24e25dbf1255ddf25d5f1e7eefa8d89d4b12ed3e
/tmp/sv_control_continuidad/mapa-inicio.md	docs/calidad/tuberias-ia/continuacion-15-09-2026/mapa/inicio.md	179	7353148c1d7d52e5faff3daa9a605de0318dbf58
/tmp/sv_lc4_fin_csv	docs/calidad/Inventario-sv/sucesos/SUCESOS_SV.csv	64796	27edb6154144ca2c8b92dd9520e174fb79d2d68e
/tmp/sv_lc4_fin_history	docs/calidad/Inventario-sv/sucesos/HISTORIAL_SUCESOS_SV.csv	272669	c884129a93004583a39741a6bb65da85af1c8a58
/tmp/sv_lc4_fin_md	docs/calidad/Inventario-sv/sucesos/SUCESOS_SV.md	75324	3071c329fa54328024f5d88675a55d09ecc0eafe
/tmp/sv_lc4_fin_leame	docs/calidad/tuberias-ia/frame-significado-humano-trazabilidad-y-fidelidad/LEAME_PRIMERO.md	37517	1b7df40cef4a07cd5047bae73f2c885156c28fac
